Index,FP32_Value,INT8_Value
100006,0.036351413,2.0
27668,-0.015103129,-1.0
54125,0.03273306,2.0
77025,0.08019716,5.0
81283,0.1217967,8.0
58089,-0.11878533,-8.0
88486,0.15940157,10.0
6443,-0.20966783,-13.0
40538,0.034207277,2.0
92735,-0.0024309498,-0.0
100321,0.026371542,2.0
54552,-0.36240512,-23.0
77704,0.10907443,7.0
42392,-0.008505698,-1.0
35782,0.060435724,4.0
49496,-0.22775102,-15.0
22159,-0.03218935,-2.0
42535,-0.04472613,-3.0
95261,0.265792,17.0
48468,0.024677929,2.0
78003,-0.2734424,-18.0
30644,0.046946995,3.0
33941,-0.0067841415,-0.0
47096,-0.002890289,-0.0
77220,0.016140334,1.0
35521,-0.09777662,-6.0
39148,-0.012476625,-1.0
18515,-0.33450204,-21.0
10517,-0.022411736,-1.0
79145,-0.31760862,-20.0
96629,-0.079446316,-5.0
54995,-0.100068375,-6.0
48118,-0.22781071,-15.0
82160,-0.041688655,-3.0
61935,-0.02250761,-1.0
20951,-0.028642664,-2.0
77349,0.16558284,11.0
21902,0.10655174,7.0
63995,-0.05560791,-4.0
31853,0.15169753,10.0
18811,0.025057467,2.0
35708,-0.08063006,-5.0
93378,0.018574303,1.0
57462,-0.1408903,-9.0
83671,0.084908605,5.0
85606,-0.019807385,-1.0
86939,0.02951623,2.0
30934,0.15828088,10.0
97720,-0.028427994,-2.0
56457,0.012052448,1.0
18796,0.008104716,1.0
93535,-0.13823783,-9.0
20821,0.19441567,12.0
86010,0.0750832,5.0
45558,-0.064450696,-4.0
44849,0.05202714,3.0
46013,-0.14934617,-10.0
51524,-0.04733673,-3.0
35762,0.009030999,1.0
45360,-0.020090258,-1.0
73737,0.01224202,1.0
67674,0.031683173,2.0
99811,0.03390057,2.0
64635,-0.066016,-4.0
30503,-0.012924395,-1.0
100343,0.08391994,5.0
77996,-0.017784063,-1.0
61722,0.00392796,0.0
38113,-0.036286503,-2.0
64450,-0.06841261,-4.0
86756,0.035571963,2.0
25289,-0.22698458,-15.0
85865,-0.084122695,-5.0
61174,-0.01644361,-1.0
14457,0.23694427,15.0
70237,-0.22251253,-14.0
8270,0.06296196,4.0
82221,0.05323734,3.0
32780,0.18129668,12.0
85469,-0.054848175,-4.0
39155,-0.07763888,-5.0
43114,0.04600728,3.0
25638,0.0658295,4.0
9454,-0.17850183,-11.0
87562,-0.083937995,-5.0
28272,0.18969986,12.0
581,-0.040624935,-3.0
61449,-0.028506171,-2.0
52807,-0.0005620761,-0.0
70126,-0.072488405,-5.0
96550,-0.14386566,-9.0
85478,-0.024729671,-2.0
74506,0.0026890638,0.0
30629,0.020298358,1.0
63504,0.00080605067,0.0
85585,-0.07939508,-5.0
419,-0.03044878,-2.0
40919,0.024437118,2.0
87824,-0.030329412,-2.0
5459,-0.015639454,-1.0
18943,0.15228833,10.0
69329,-0.13878994,-9.0
5563,-0.09464189,-6.0
25855,0.010680305,1.0
56647,-0.10164956,-7.0
96456,0.0059311693,0.0
70483,0.09792738,6.0
29636,0.015794065,1.0
66732,0.111735344,7.0
89081,-0.044278543,-3.0
93545,0.0017685916,0.0
8704,0.0012307756,0.0
17621,-0.062097963,-4.0
1148,0.025641214,2.0
41947,0.15905553,10.0
26896,-0.01839269,-1.0
7751,0.07393458,5.0
90751,-0.18882297,-12.0
10465,0.096832365,6.0
74985,0.055712618,4.0
16208,0.03041237,2.0
40823,-0.026421424,-2.0
71482,-0.15786578,-10.0
52975,-0.023484703,-2.0
49262,0.04319439,3.0
47800,-0.014175739,-1.0
92391,-0.2148517,-14.0
3656,0.009762639,1.0
64406,-0.044877704,-3.0
85622,-0.038306963,-2.0
14307,0.37402916,24.0
67861,-0.0005355449,-0.0
87797,0.16820213,11.0
26825,0.0041452097,0.0
3086,0.01836928,1.0
74742,-0.055768367,-4.0
67495,0.13348494,9.0
31829,0.027330805,2.0
34104,0.0065476005,0.0
30683,0.37382612,24.0
68015,0.05723042,4.0
80079,-0.024344305,-2.0
1634,0.11881949,8.0
20772,0.27254024,17.0
11903,-0.1425968,-9.0
79165,-0.17707717,-11.0
81367,-0.013446437,-1.0
68512,0.011529601,1.0
99015,0.010661456,1.0
89905,0.12119601,8.0
13804,-0.002655038,-0.0
44906,0.20908189,13.0
87339,-0.024220787,-2.0
23444,-0.35589534,-23.0
29525,-0.12998657,-8.0
39626,-0.26712433,-17.0
69793,-0.0070128655,-0.0
80493,-0.20767517,-13.0
15419,-0.20814897,-13.0
15155,0.051145907,3.0
83147,0.079032086,5.0
6511,0.052824214,3.0
26964,0.008305695,1.0
27011,0.00803459,1.0
20432,0.17510344,11.0
43596,-0.00319079,-0.0
58055,-0.04885628,-3.0
20058,-0.016671078,-1.0
5812,0.0744755,5.0
46950,0.15836447,10.0
66094,-0.0440485,-3.0
56535,0.039814506,3.0
11318,-0.028495112,-2.0
89283,-0.16251862,-10.0
51115,-0.013464034,-1.0
65438,-0.10167003,-7.0
87213,-0.16334549,-10.0
30043,-0.014351003,-1.0
98494,-0.102757625,-7.0
74541,0.018112015,1.0
91253,-0.04041246,-3.0
34276,0.01642139,1.0
76609,-0.040077124,-3.0
9327,-0.107177444,-7.0
90723,-0.022514425,-1.0
45263,-0.07957833,-5.0
62307,-0.03439145,-2.0
49751,-0.13400185,-9.0
47424,-0.079045564,-5.0
3660,0.061659925,4.0
73258,-0.0040917196,-0.0
40506,0.040624604,3.0
89594,0.08296249,5.0
76598,-0.094895944,-6.0
79025,-0.008120213,-1.0
98420,-0.0100876605,-1.0
89726,0.07393746,5.0
40579,0.27496752,18.0
45838,-0.11091178,-7.0
41869,0.09891697,6.0
42969,-0.03866658,-2.0
40320,-0.027070073,-2.0
61511,0.1017247,7.0
31429,-0.25456056,-16.0
49009,0.010373955,1.0
15142,0.029000355,2.0
17438,-0.14324795,-9.0
47724,0.012912381,1.0
38145,-0.027753152,-2.0
34571,-0.0058118724,-0.0
41283,-0.07098635,-5.0
12956,-0.105733484,-7.0
4391,0.016875723,1.0
63566,-0.12525684,-8.0
23151,-0.10004842,-6.0
10826,-0.06500691,-4.0
89984,-0.010764459,-1.0
9078,-0.028456636,-2.0
31720,0.05104084,3.0
45878,-0.066517755,-4.0
47325,-0.09119757,-6.0
34061,0.0027375445,0.0
63772,0.22751842,15.0
63293,0.0087698065,1.0
60607,-0.04757667,-3.0
82677,0.21254869,14.0
41325,0.18113254,12.0
39301,0.0015642626,0.0
67483,0.13381144,9.0
47807,0.1300046,8.0
83453,-0.08580518,-5.0
15895,0.030638056,2.0
10534,0.004260755,0.0
34098,0.006432535,0.0
74129,-0.013490315,-1.0
40249,-0.020932537,-1.0
77219,0.009747516,1.0
51736,-0.066439524,-4.0
58040,0.007350024,0.0
55914,0.10766377,7.0
88081,-0.330145,-21.0
12401,-0.01827723,-1.0
60331,-0.12700228,-8.0
76406,-0.0223198,-1.0
57416,0.16908373,11.0
54559,-0.11808439,-8.0
50364,0.003060617,0.0
70538,0.03253811,2.0
48173,-0.21871482,-14.0
42063,-0.28571647,-18.0
42732,0.1270992,8.0
88630,-0.051293727,-3.0
83031,-0.21047607,-13.0
22374,-0.006641551,-0.0
20885,0.12518328,8.0
10788,0.081618756,5.0
44092,0.11473542,7.0
63030,-0.13104254,-8.0
52788,0.0012085433,0.0
61941,0.012127374,1.0
10868,0.06545742,4.0
10035,-0.050421983,-3.0
34457,-0.023386428,-1.0
79207,-0.011218046,-1.0
42951,0.003405628,0.0
57531,0.0155990515,1.0
2088,-0.19216056,-12.0
22244,0.0067376806,0.0
15694,0.062012177,4.0
42085,0.03837984,2.0
45019,-0.25102288,-16.0
37761,0.0007378554,0.0
23804,-0.04755454,-3.0
46258,-0.0007651023,-0.0
48967,-0.045955524,-3.0
7036,-0.14396264,-9.0
70167,0.047488615,3.0
78520,0.09512641,6.0
13923,0.15692465,10.0
35984,-0.1980379,-13.0
37435,-0.03429481,-2.0
33272,0.09524761,6.0
49251,-0.0047317524,-0.0
65535,0.023825372,2.0
47909,0.025303373,2.0
77573,-0.04889843,-3.0
42367,-0.033774238,-2.0
71449,-0.20970729,-13.0
5017,-0.11012519,-7.0
73882,-0.0038340278,-0.0
39582,-0.053103425,-3.0
59386,0.012563954,1.0
15478,-0.17597985,-11.0
94202,0.022720201,1.0
87045,-0.013800068,-1.0
46690,-0.048805382,-3.0
75969,0.047187034,3.0
47870,-0.10900795,-7.0
6119,0.031248944,2.0
30337,-0.013711824,-1.0
77771,0.04316447,3.0
47006,-0.023299789,-1.0
81651,0.07025385,4.0
99359,-0.04433844,-3.0
78285,-0.1023986,-7.0
65731,0.04870515,3.0
30891,0.1962218,13.0
91208,0.028141866,2.0
40648,0.23399875,15.0
85029,0.18247464,12.0
11519,-0.19492178,-12.0
55950,0.16522498,11.0
18909,-0.122530326,-8.0
16858,-0.10180623,-7.0
56726,-0.047147285,-3.0
51883,0.02597914,2.0
94192,0.0355263,2.0
56012,-0.076421574,-5.0
30640,0.12880306,8.0
750,-0.015290432,-1.0
37185,-0.044480037,-3.0
21067,-0.62644464,-40.0
50655,0.0830918,5.0
78649,0.08341124,5.0
21692,6.153876e-05,0.0
1442,0.058723867,4.0
43515,0.0057470715,0.0
824,-0.06040257,-4.0
86828,-0.044132445,-3.0
16334,-0.016887052,-1.0
53318,0.024799932,2.0
14555,0.17464939,11.0
74673,0.00868193,1.0
24124,-0.09430799,-6.0
62431,-0.035308216,-2.0
56962,-0.37361708,-24.0
86427,-0.10943278,-7.0
68860,-0.058002315,-4.0
92668,0.08067834,5.0
75346,0.024335917,2.0
80696,-0.009042493,-1.0
99973,0.10315844,7.0
37014,-0.05647467,-4.0
65277,-0.41826725,-27.0
50890,-0.060668744,-4.0
14542,-0.10121534,-6.0
56644,-0.017383568,-1.0
4420,-0.014526994,-1.0
90594,-0.099900156,-6.0
38338,0.26727188,17.0
30328,-0.033432532,-2.0
10424,-0.003898028,-0.0
45146,0.22212327,14.0
82099,0.044641882,3.0
75721,-0.0254476,-2.0
12297,0.22395578,14.0
26460,0.1465024,9.0
75999,0.04048331,3.0
18700,0.03262986,2.0
53777,0.27788702,18.0
32031,-0.024432886,-2.0
45436,0.01709372,1.0
81948,0.16794178,11.0
20051,0.04477395,3.0
31724,-0.083997555,-5.0
62624,-0.02442676,-2.0
50027,-0.0255538,-2.0
91996,0.14853509,10.0
53312,-0.021455582,-1.0
51721,-0.054350797,-3.0
59384,-0.12134805,-8.0
14524,-0.18499306,-12.0
96952,-0.06203077,-4.0
12153,-0.108390346,-7.0
43682,-0.017739428,-1.0
14962,-0.06427343,-4.0
73184,-0.05190597,-3.0
37960,0.08415957,5.0
4581,0.009148851,1.0
92989,0.07356976,5.0
58254,-0.043610938,-3.0
74558,0.07864194,5.0
52968,-0.04789897,-3.0
52284,-0.029880561,-2.0
79714,0.045304947,3.0
2394,0.014215065,1.0
20603,-0.48975924,-31.0
89289,0.17992823,12.0
52233,-0.03658042,-2.0
37873,0.009926501,1.0
80591,0.018152583,1.0
54189,0.15879148,10.0
1682,-0.0065989792,-0.0
3487,0.033326466,2.0
44100,0.004593228,0.0
30260,0.016570892,1.0
29415,-0.08514247,-5.0
39502,0.030224051,2.0
38140,-0.056034494,-4.0
23628,0.067856856,4.0
69791,-0.004403949,-0.0
99264,0.019204443,1.0
7679,-0.07034481,-5.0
43443,-0.06986131,-4.0
89825,-5.366196e-05,-0.0
17891,-0.02712989,-2.0
80616,0.029217143,2.0
95137,0.049509823,3.0
89797,0.015891317,1.0
49235,0.04201177,3.0
19557,0.47570303,30.0
11003,0.034793504,2.0
49715,-0.047098823,-3.0
90465,0.04170703,3.0
91652,-0.019878559,-1.0
66083,-0.017852712,-1.0
73653,0.034876447,2.0
44872,0.14555816,9.0
80303,0.026390804,2.0
74753,-0.45799413,-29.0
11731,-0.029294642,-2.0
26973,-0.016312676,-1.0
98884,-0.018853303,-1.0
14797,0.055453386,4.0
18512,-0.10269504,-7.0
72267,-0.08536128,-5.0
91507,0.07002709,4.0
52262,0.2279966,15.0
91812,-0.020063836,-1.0
3223,-0.017725844,-1.0
53462,0.060037546,4.0
2781,0.015756533,1.0
36803,-0.058237065,-4.0
41725,-0.074791566,-5.0
27805,0.024408124,2.0
89349,0.027820274,2.0
22522,0.07856415,5.0
21537,-0.07496748,-5.0
42960,0.17402783,11.0
46421,0.10362124,7.0
20275,0.054773606,4.0
13896,0.107184015,7.0
22926,-0.21977185,-14.0
86638,-0.032994974,-2.0
10885,-0.0764566,-5.0
812,0.012392053,1.0
7134,-0.011533791,-1.0
77126,-0.11462703,-7.0
71871,-0.31554118,-20.0
35702,0.23569591,15.0
53802,-0.2891314,-19.0
49404,0.018040614,1.0
88444,0.061628323,4.0
85523,0.14739868,9.0
51003,-0.051445965,-3.0
30347,-0.02251009,-1.0
69765,-0.0030055728,-0.0
49812,0.08063028,5.0
57552,-0.1664871,-11.0
25185,-0.007534368,-0.0
72246,-0.22767694,-15.0
98211,0.113954455,7.0
79917,0.0042707603,0.0
99902,0.26923123,17.0
95189,-0.24755949,-16.0
65021,0.018460024,1.0
27596,0.077743754,5.0
28946,0.09462696,6.0
93520,0.027554765,2.0
7585,-0.012318152,-1.0
16041,-0.016115226,-1.0
20727,-0.12215019,-8.0
53284,-0.009991783,-1.0
21484,0.06310113,4.0
53024,-0.035717078,-2.0
59957,0.1115054,7.0
20655,-0.040492944,-3.0
79094,-0.03704183,-2.0
77987,0.006704323,0.0
3812,0.18220298,12.0
15312,-0.11245365,-7.0
24234,-0.0067286487,-0.0
17952,-0.15445873,-10.0
26736,0.021786299,1.0
16216,-0.07332885,-5.0
55548,-0.094239384,-6.0
60466,0.022823704,1.0
56673,-0.020882254,-1.0
31197,-0.20411678,-13.0
57122,0.07784582,5.0
59807,0.019475883,1.0
79652,0.07799194,5.0
98603,-0.18872514,-12.0
16013,0.081979714,5.0
17661,-0.24153712,-15.0
31575,0.08216018,5.0
22904,0.027022695,2.0
40734,-0.16265486,-10.0
14624,-0.24692051,-16.0
72728,-0.115466684,-7.0
5541,-0.014660696,-1.0
70031,0.18932626,12.0
93116,0.040578038,3.0
5827,0.12490226,8.0
13248,-0.20220721,-13.0
80140,0.17114593,11.0
96078,-0.031242978,-2.0
49987,-0.114069566,-7.0
72357,0.059796266,4.0
88473,0.13188982,8.0
74545,0.34397355,22.0
14277,0.09475668,6.0
34606,-0.01845414,-1.0
93694,0.096525595,6.0
41002,0.14362003,9.0
15052,-0.23887143,-15.0
66833,-0.08002244,-5.0
41212,0.034152824,2.0
57736,0.13883278,9.0
24754,-0.068708904,-4.0
40906,0.24590532,16.0
17453,-0.1492032,-10.0
51229,-0.043063495,-3.0
44236,-0.17322397,-11.0
98471,-0.041941714,-3.0
11293,-0.15212987,-10.0
68971,-0.033445522,-2.0
37189,-0.12099089,-8.0
31835,-0.21496317,-14.0
66443,0.008839118,1.0
35286,0.0025556004,0.0
755,-0.011626811,-1.0
92443,0.03273772,2.0
51278,0.1283621,8.0
70131,0.037323933,2.0
72747,-0.06887229,-4.0
26246,0.08501403,5.0
18750,-0.21658997,-14.0
51321,0.101864174,7.0
48225,0.14115778,9.0
6631,-0.11753314,-8.0
55865,0.056273356,4.0
33487,-0.17573105,-11.0
43492,0.1280842,8.0
74615,-0.17750156,-11.0
95618,0.03367825,2.0
94196,-0.122328766,-8.0
81190,0.07766853,5.0
17330,0.0019204277,0.0
536,0.0048919446,0.0
64957,0.1534314,10.0
70210,-0.2180507,-14.0
6407,0.09883599,6.0
18911,-0.017359067,-1.0
67865,-0.10701718,-7.0
14868,-0.025850262,-2.0
83165,0.018964954,1.0
95192,-0.0507388,-3.0
39717,-0.018713143,-1.0
6300,-0.0053973286,-0.0
92382,0.15317258,10.0
3359,0.05174711,3.0
55142,0.053169433,3.0
70389,-0.058818538,-4.0
52551,0.008676078,1.0
22485,0.012391036,1.0
61473,-0.062345657,-4.0
99988,-0.05128079,-3.0
17184,-0.08679668,-6.0
97158,-0.024424892,-2.0
21112,0.024665404,2.0
36795,-0.015937086,-1.0
42778,-0.036939494,-2.0
33193,-0.3664852,-23.0
15250,0.123502076,8.0
93232,0.08155395,5.0
32749,0.13857105,9.0
7774,0.067021765,4.0
6110,-0.34653437,-22.0
15784,-0.17469227,-11.0
30725,0.04548665,3.0
74494,0.008379869,1.0
60360,-0.020055378,-1.0
50571,-0.030797139,-2.0
61630,-0.05970129,-4.0
53717,-0.08777706,-6.0
98543,-0.011833411,-1.0
43099,-0.03791219,-2.0
63791,-0.1678767,-11.0
66774,-0.030003743,-2.0
6055,-0.2130224,-14.0
25902,0.03113279,2.0
832,-0.08924885,-6.0
16857,-0.0037083344,-0.0
11817,0.032593418,2.0
40542,-0.026495993,-2.0
13562,0.026548877,2.0
39240,-0.029894797,-2.0
18500,-0.065408885,-4.0
92203,-0.138615,-9.0
90068,-0.07004123,-4.0
97369,-0.025987167,-2.0
8796,0.05071763,3.0
94499,0.13363393,9.0
11080,-0.08887053,-6.0
97126,0.014134926,1.0
51577,-0.0672941,-4.0
9443,-0.14477792,-9.0
80222,0.08339856,5.0
65459,-0.22699936,-15.0
42985,-0.051570397,-3.0
71998,-0.004188352,-0.0
45784,0.19267847,12.0
65059,0.001623508,0.0
23312,-0.038164742,-2.0
25769,-0.17473815,-11.0
83917,0.030760648,2.0
39144,0.0123071205,1.0
30355,-0.029337766,-2.0
6616,-9.809842e-05,-0.0
43694,-0.24361688,-16.0
3220,-0.03503447,-2.0
88765,0.055329528,4.0
30335,-0.004105734,-0.0
37206,0.015450361,1.0
100097,0.08333628,5.0
19748,0.06316157,4.0
74487,0.02342567,1.0
98525,0.020928537,1.0
1720,0.021996016,1.0
96317,-0.103995666,-7.0
88912,-0.39255062,-25.0
32632,0.10258431,7.0
67168,0.010224599,1.0
82390,0.097059146,6.0
11804,-0.054706972,-4.0
19335,-0.0553449,-4.0
83329,0.09455768,6.0
96816,0.028700503,2.0
98329,0.3016243,19.0
78078,-0.058013838,-4.0
53194,-0.038725685,-2.0
3367,0.074512504,5.0
40023,-0.041759368,-3.0
84005,0.019104064,1.0
13639,-0.15470539,-10.0
47251,0.050582096,3.0
303,-0.020596635,-1.0
75855,0.11507079,7.0
87949,-0.00725036,-0.0
19578,0.033581834,2.0
96741,0.064346015,4.0
42719,0.041253995,3.0
922,0.038484998,2.0
89451,0.1343195,9.0
5583,0.098687164,6.0
87186,-0.18159534,-12.0
39915,-0.014159861,-1.0
70645,-0.02842853,-2.0
32843,-0.032642327,-2.0
68714,-0.13493542,-9.0
62340,-0.020960907,-1.0
84332,0.0039582453,0.0
79242,0.0554257,4.0
87241,-0.13221826,-8.0
28014,0.11636305,7.0
99534,-0.00021370819,-0.0
30274,-0.03346594,-2.0
9420,-0.07623915,-5.0
83539,-0.009730523,-1.0
81251,-0.06201355,-4.0
60883,-0.23538746,-15.0
81800,0.14445136,9.0
94758,-0.09095259,-6.0
16277,0.10918447,7.0
78729,0.10230781,7.0
20104,0.06262309,4.0
61959,-0.0033504071,-0.0
12662,-0.035210732,-2.0
89684,-0.087906644,-6.0
11296,-0.1543332,-10.0
8095,-0.007195101,-0.0
97808,-0.026533348,-2.0
94765,0.11330384,7.0
69324,0.23402105,15.0
82750,-0.14138162,-9.0
87641,0.04430398,3.0
40620,0.3422007,22.0
75094,0.302575,19.0
34913,0.048823804,3.0
81870,-0.044223674,-3.0
62011,-0.1475679,-9.0
877,0.24222846,16.0
31083,-0.24052374,-15.0
18279,-0.14482443,-9.0
23281,-0.0747052,-5.0
86098,-0.055943303,-4.0
43478,0.18484476,12.0
18542,-0.30706745,-20.0
10205,0.053150367,3.0
58023,0.023450715,2.0
21498,0.1428574,9.0
54286,0.05030005,3.0
35449,-0.022484737,-1.0
80386,-0.11673155,-7.0
32089,-0.0021278348,-0.0
82847,-0.010660686,-1.0
26113,0.2580562,17.0
92717,0.0014060729,0.0
62365,-0.057493474,-4.0
39730,-0.0072445967,-0.0
89482,-0.15160891,-10.0
82419,0.09123022,6.0
64782,-0.15758355,-10.0
27567,0.066366285,4.0
92313,0.14694159,9.0
58093,-0.16883238,-11.0
52583,0.032894183,2.0
42825,-0.049623724,-3.0
52761,-0.016025692,-1.0
39418,0.051022757,3.0
49396,0.012712781,1.0
44346,-0.13733721,-9.0
50707,-0.0519877,-3.0
7276,0.0052617565,0.0
28214,0.02842197,2.0
8220,0.24125662,15.0
60791,0.07900985,5.0
40820,0.034217536,2.0
41483,0.18892048,12.0
94315,0.1484375,10.0
54240,0.03293535,2.0
1716,0.022824446,1.0
74729,-0.2625684,-17.0
92967,-0.11342164,-7.0
56179,0.102909945,7.0
45344,0.049128063,3.0
96460,-0.023059433,-1.0
9127,0.16017058,10.0
35675,0.1297044,8.0
43457,0.15138726,10.0
34769,-0.01441621,-1.0
84499,-0.016309261,-1.0
54071,0.015492896,1.0
52342,-0.028837692,-2.0
39990,-0.024230238,-2.0
65457,-0.040067453,-3.0
62885,0.21871863,14.0
69603,0.080069974,5.0
57038,0.089628614,6.0
67995,0.066287585,4.0
41243,-0.006003832,-0.0
96486,-0.0026467273,-0.0
3080,0.026270952,2.0
99639,-0.07752842,-5.0
91680,-0.0045678914,-0.0
14627,-0.2575798,-16.0
87304,0.07929069,5.0
11155,0.08974083,6.0
65322,0.017882576,1.0
96436,-0.023588326,-2.0
27503,-0.014941162,-1.0
8438,-0.3386715,-22.0
37672,-0.116382144,-7.0
93247,-0.16431548,-11.0
38232,-0.11154586,-7.0
16479,-0.025880875,-2.0
9438,0.023975706,2.0
83892,0.032309547,2.0
83002,-0.20944795,-13.0
71114,0.006266103,0.0
81361,0.23284903,15.0
80061,0.1727525,11.0
23616,-0.39949527,-26.0
27452,-0.017504139,-1.0
94965,-0.02328927,-1.0
83768,-0.2950637,-19.0
53554,0.1084155,7.0
40931,0.15002167,10.0
13663,-0.012873991,-1.0
28990,0.083842725,5.0
45178,0.10457762,7.0
52049,-0.120520025,-8.0
57631,-0.0025988251,-0.0
38979,0.20656455,13.0
15534,-0.09127231,-6.0
93547,0.022895295,1.0
70336,-0.028880091,-2.0
69477,-0.008028287,-1.0
88224,0.017123511,1.0
12444,0.1651473,11.0
88150,-0.029308451,-2.0
25980,-0.3105336,-20.0
72560,-0.040079683,-3.0
46881,0.006346003,0.0
4787,-0.005682439,-0.0
11925,0.25979564,17.0
26394,0.0023408115,0.0
18195,0.013472204,1.0
93563,-0.16897807,-11.0
14289,-0.07840317,-5.0
68719,0.108920604,7.0
89803,-0.23504658,-15.0
38550,0.08541628,5.0
58961,-0.14321932,-9.0
5250,-0.12870964,-8.0
98092,-0.09759823,-6.0
96201,-0.06303992,-4.0
96353,-0.08119431,-5.0
2650,-0.017198533,-1.0
54359,-0.22328441,-14.0
17657,0.049116064,3.0
17276,0.0089404285,1.0
90202,-0.035177063,-2.0
34289,-0.014668206,-1.0
9639,0.09726579,6.0
635,0.003500132,0.0
40310,0.050911516,3.0
90493,-0.07443029,-5.0
53276,0.022615466,1.0
54646,0.0121118715,1.0
64527,-0.07543994,-5.0
34440,-0.03502928,-2.0
83974,-0.011984911,-1.0
86309,0.04861614,3.0
32356,-0.061171964,-4.0
16644,-0.024074193,-2.0
63022,0.018800726,1.0
71497,-0.38937774,-25.0
12419,0.049260043,3.0
95084,0.165705,11.0
32605,0.21299607,14.0
45908,0.027106818,2.0
13972,-0.01318187,-1.0
47525,-0.23482254,-15.0
73405,0.015383342,1.0
16325,0.031922456,2.0
93997,0.029151276,2.0
99696,-0.05284127,-3.0
61945,-0.01858882,-1.0
36535,-0.22599134,-14.0
87970,0.2150806,14.0
91132,-0.20355007,-13.0
54529,-0.08767809,-6.0
15374,0.004397744,0.0
3370,0.15979688,10.0
94099,0.013105026,1.0
7938,-0.0127822505,-1.0
63662,0.0806165,5.0
1960,-0.024941744,-2.0
99637,-0.11455008,-7.0
25120,0.002025917,0.0
41377,0.1487973,10.0
73838,-0.02239935,-1.0
54222,0.005814009,0.0
44688,0.013635512,1.0
15507,-0.19148105,-12.0
29418,-0.05546917,-4.0
670,-0.010941834,-1.0
96294,0.14745183,9.0
13258,0.22005475,14.0
51923,0.10090933,6.0
62048,-0.008252753,-1.0
47285,0.021460291,1.0
22478,0.10528403,7.0
92084,-0.04714033,-3.0
81135,-0.035237677,-2.0
80033,0.042705417,3.0
3259,0.014433039,1.0
90275,0.039485145,3.0
16742,0.18186909,12.0
11534,-0.13864556,-9.0
20426,-0.16643123,-11.0
56453,0.03333474,2.0
9051,0.027023805,2.0
79063,-0.07756451,-5.0
75894,0.022262936,1.0
72426,0.1492187,10.0
28048,0.177557,11.0
18496,0.17562912,11.0
65827,-0.035667606,-2.0
27925,0.10714351,7.0
20383,0.025943523,2.0
70312,-0.15894398,-10.0
43475,-0.0059152613,-0.0
91664,0.0051990747,0.0
51514,0.09737064,6.0
15153,0.18731444,12.0
17428,-0.050809857,-3.0
49115,-0.0679617,-4.0
68682,0.02581446,2.0
43509,-0.0006938589,-0.0
1051,-0.08546303,-5.0
97696,-0.004177323,-0.0
37707,-0.028549796,-2.0
72439,-0.024660844,-2.0
79705,0.0590756,4.0
32654,-0.06656283,-4.0
38882,0.022712197,1.0
69029,0.058792457,4.0
18688,-0.036860343,-2.0
28137,0.09576958,6.0
42385,-0.06234703,-4.0
67829,0.11852642,8.0
89964,0.016809337,1.0
23360,-0.06185837,-4.0
99878,0.14733125,9.0
70187,-0.057750184,-4.0
96656,0.14588812,9.0
62720,0.014478799,1.0
16185,-0.06845236,-4.0
32598,-0.102057405,-7.0
28690,0.09525544,6.0
98885,0.02255594,1.0
17416,-0.00021452138,-0.0
86647,-0.1590285,-10.0
53994,-0.08174233,-5.0
25686,0.11410709,7.0
482,0.02364902,2.0
55286,-0.032438755,-2.0
78115,-0.28349128,-18.0
3584,0.06905177,4.0
14186,0.030270215,2.0
46289,-0.029598784,-2.0
27991,0.15886618,10.0
48307,0.19091202,12.0
6809,0.09786227,6.0
33545,-0.061502423,-4.0
34520,0.015795631,1.0
75949,0.018249609,1.0
6328,0.016595293,1.0
54016,0.012007275,1.0
34878,0.11025442,7.0
83318,0.13359292,9.0
72653,-0.12187785,-8.0
51127,0.061372213,4.0
58024,0.034674753,2.0
40392,0.077677,5.0
65788,0.2536851,16.0
91989,0.23476687,15.0
15692,-0.004080207,-0.0
69252,0.14983161,10.0
97948,0.023360493,1.0
25588,0.0023123184,0.0
3440,-0.06309504,-4.0
9768,0.11837115,8.0
11151,-0.053737883,-3.0
16453,-0.11647808,-7.0
92701,0.027665649,2.0
76157,-0.058584925,-4.0
68305,0.106160745,7.0
96962,-0.20451511,-13.0
1036,-0.005314627,-0.0
527,0.010304435,1.0
44803,-0.13406289,-9.0
67130,0.06666576,4.0
84655,0.024222357,2.0
64925,-0.046736423,-3.0
72698,-0.4420285,-28.0
76864,0.021536695,1.0
48309,0.020915877,1.0
100139,-0.1688976,-11.0
45649,0.09116129,6.0
95050,0.030059064,2.0
81861,-0.05077381,-3.0
80394,-0.041662138,-3.0
25225,0.055726323,4.0
86424,0.005899713,0.0
42770,-0.023667887,-2.0
55607,-0.03248593,-2.0
41369,0.12357944,8.0
3624,0.14941327,10.0
42617,0.07446073,5.0
56816,-0.18013471,-12.0
40381,-0.59103185,-38.0
86357,0.15469182,10.0
89822,0.08471364,5.0
45770,-0.02538495,-2.0
91127,0.010928176,1.0
88105,-0.3138353,-20.0
73077,0.0014240913,0.0
99143,-0.034248944,-2.0
57405,-0.1606422,-10.0
30179,-0.033908654,-2.0
86029,-0.030036844,-2.0
26081,-0.29991797,-19.0
85456,0.0033342117,0.0
37530,-0.031807892,-2.0
23941,0.011325006,1.0
35577,0.13062474,8.0
25236,-0.09282856,-6.0
80118,-0.11330108,-7.0
65474,-0.0022791976,-0.0
